"","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","default.payment.next.month"
"8351",240000,1,3,1,43,0,0,0,0,0,0,191453,193548,190288,186770,180458,178722,8500,8300,7000,7000,7000,6500,0
"8355",260000,2,3,1,41,0,0,0,0,0,0,1145,0,0,2177,158,0,4,0,2181,158,0,0,0
"8363",30000,1,1,1,45,0,0,0,0,0,0,29029,27381,28945,29373,0,0,2000,2138,1102,0,0,0,0
"8370",7e+05,2,2,2,28,0,0,0,0,0,0,16262,12219,9861,6384,5126,2680,2192,2015,1005,1009,1000,1000,0
"8382",230000,2,3,1,44,0,0,0,0,0,0,54798,11632,4987,6222,15121,17425,11632,4987,6222,15121,17425,17007,0
"8383",1e+05,2,2,2,27,0,0,0,0,1,0,43865,45548,46266,49290,48372,49412,2400,1776,3800,0,2000,1800,0
"8396",310000,2,2,2,25,0,0,0,0,0,0,38942,130331,56527,560,300,2381,135868,1306,560,300,2387,572,0
"8397",360000,2,2,1,51,1,0,0,0,0,0,0,0,390,540,540,390,0,780,540,540,390,390,0
"8401",160000,1,2,2,37,1,0,0,0,0,0,0,0,0,0,461,603,0,0,0,461,603,829,0
"8415",3e+05,2,1,1,30,1,0,0,0,0,0,0,0,3973,3973,1244,1631,0,10000,0,1244,1631,2000,0
"8426",10000,2,2,2,22,0,0,0,0,0,0,10063,8632,8775,7092,7410,7311,1194,1027,176,1253,2311,3101,0
"8432",130000,2,2,2,33,0,0,0,0,0,0,79579,70067,63951,57467,51614,46071,2702,2207,2000,1717,1770,1245,0
"8436",20000,2,2,1,50,0,0,1,1,1,1,10511,14913,14382,16820,16411,17287,4593,0,3000,0,1304,1000,0
"8453",50000,1,1,2,38,0,0,0,0,0,0,27148,27619,20997,21018,20556,20302,1655,1323,734,1058,406,0,0
"8464",30000,2,3,2,44,1,0,0,0,0,1,25039,25989,23078,23697,25257,25595,1700,1384,1003,2100,900,0,1
"8467",50000,2,2,2,23,1,0,0,0,0,0,48537,30271,26283,26547,27119,27697,2000,2000,1000,1000,1028,1000,1
"8470",10000,1,2,2,28,0,1,0,0,1,1,200,100,370,1766,1496,8356,0,370,1496,0,7000,0,0
"8474",50000,2,3,1,30,0,0,0,0,0,0,0,614,0,0,0,0,614,0,0,0,0,0,0
"8484",10000,2,2,1,32,0,0,0,0,0,0,4695,5719,6733,7616,7779,8646,1103,1117,1000,286,1000,200,1
"8489",80000,2,2,1,47,0,0,0,0,0,0,6612,7118,7930,6674,6810,0,1188,1000,133,136,0,1407,1
"8491",360000,1,1,2,32,0,0,0,0,0,0,8140,0,20470,10357,8540,0,0,20470,207,0,0,3185,0
"8494",70000,2,2,2,27,0,0,0,0,0,0,67661,68482,69309,36808,37734,38353,3409,2908,1318,1520,1400,1524,0
"8495",20000,2,1,2,25,1,1,1,1,1,2,8483,10186,10871,10402,12077,11594,2000,1000,0,2000,0,0,1
"8506",360000,1,2,1,49,1,0,0,0,0,0,0,0,8209,0,0,0,0,8209,0,0,0,0,1
"8509",50000,2,2,3,33,0,0,0,0,0,0,48111,47583,38897,20190,19633,19035,2100,1690,11700,1200,1200,1000,0
"8547",150000,2,2,2,23,0,0,0,0,0,0,27414,10053,151996,152753,153844,151252,10096,156292,4700,5019,5300,5002,0
"8555",140000,2,1,1,31,0,0,0,0,0,0,1094,421,0,2319,4051,418,422,0,2325,4063,419,969,0
"8557",20000,1,2,2,24,1,1,0,0,1,1,10248,10783,12291,14666,14289,17525,1000,2000,2900,0,3500,0,1
"8563",20000,1,1,2,23,1,1,2,1,0,0,18679,20380,19753,19160,19661,19816,2300,0,0,788,558,198,1
"8566",40000,1,2,2,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0
"8569",80000,2,2,2,38,0,0,0,0,0,0,70590,62162,51770,49506,45722,46660,2200,2000,2015,1700,1700,2000,0
"8579",80000,2,1,2,26,0,0,0,0,0,0,29322,28563,25443,28790,29929,23796,3000,3000,4000,1500,1000,2000,1
"8601",50000,2,2,2,24,1,1,1,0,0,0,48283,48767,35917,26946,22458,23569,1700,0,1036,817,1486,3500,1
"8612",240000,1,2,2,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8620",340000,2,3,2,46,1,0,0,0,0,0,0,1321,35028,35028,8500,1612,1321,35028,0,0,1612,0,1
"8622",5e+05,1,1,2,36,0,0,0,0,0,0,151630,150824,117130,146443,122439,83535,12074,10000,40561,12550,20803,65678,0
"8644",3e+05,2,3,2,24,0,0,0,0,0,0,7571,6156,5475,13581,13930,14000,1181,1475,13581,349,14070,268,1
"8645",80000,2,2,2,22,0,0,0,0,0,0,1812,390,388,1187,263,1913,390,388,1191,263,2259,1815,0
"8650",2e+05,2,2,2,26,0,0,0,0,0,0,26179,26643,23524,23788,26089,25908,4022,3000,3000,4092,1000,3000,0
"8651",230000,2,3,1,48,1,0,0,0,0,0,0,4582,2883,20099,13870,4234,4587,2883,20099,13870,4234,0,0
"8652",290000,2,2,2,29,0,0,0,0,0,0,68652,70695,71523,73099,74469,76200,3149,2598,2767,2702,2968,2703,0
"8659",210000,1,1,2,34,0,0,0,0,0,0,44947,45610,47836,50344,51074,52229,2000,3000,3942,2000,2000,2050,0
"8664",220000,2,1,2,28,0,0,0,0,0,0,25000,25000,0,0,0,0,25000,0,0,0,0,0,0
"8666",160000,1,1,1,41,0,0,0,0,0,0,155458,157690,150209,151343,154456,157632,7200,6100,5300,5400,165759,4872,0
"8681",210000,2,3,1,33,0,0,0,0,0,0,127491,118800,105606,94344,82676,73154,6018,4900,4340,2880,2650,2000,0
"8686",20000,1,2,2,23,0,0,1,0,0,0,13987,15958,16168,16268,16600,0,2200,900,500,332,2000,0,0
"8695",220000,2,1,2,29,0,0,0,0,0,0,13488,16105,17563,13184,14111,15549,16130,17563,13184,14111,20239,179580,0
"8699",1e+05,1,1,2,30,1,0,0,0,0,0,53718,55851,56424,57584,58957,60317,3000,2100,2100,2300,2500,2500,0
"8702",50000,2,2,1,34,0,0,0,0,1,0,37643,29647,24965,7592,1582,1099,1538,1575,1582,593,242,17012,0
"8709",290000,1,1,1,40,0,0,0,0,0,1,63421,40201,13802,0,2242,1850,1619,4000,0,2242,0,4450,0
"8715",230000,2,1,2,28,0,0,0,0,0,0,51545,42151,44532,42517,44087,40581,2000,3000,2000,2000,1242,2759,1
"8737",220000,2,1,1,36,0,0,0,0,0,0,56477,32919,24175,37975,39752,33351,9005,10000,15000,9000,21000,0,0
"8741",180000,1,1,2,36,0,0,0,0,0,1,141489,84237,82508,81808,86024,67747,4000,3000,4000,9000,0,3000,0
"8751",470000,1,2,2,34,0,0,0,0,0,0,247503,245552,238161,240607,230142,198171,9024,10400,10000,25000,8000,8000,0
"8763",360000,2,2,1,51,0,0,0,0,0,0,19155,1473,1430,18697,659,781,1473,1430,18740,659,781,1557,0
"8766",170000,1,2,1,38,0,0,0,0,0,0,157174,139101,192575,157028,135838,125483,9900,83200,0,3006,132854,5003,0
"8775",190000,1,1,2,29,1,0,1,1,1,0,0,2214,66,66,0,4433,2214,0,0,66,4433,0,1
"8777",180000,1,1,2,29,0,0,0,0,0,0,996,1593,2597,998,847,1912,1597,2604,1001,849,1915,4055,1
"8789",80000,1,1,2,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8798",660000,2,2,2,33,0,0,0,0,0,0,495736,390258,349361,331565,329604,322581,13393,12113,12004,12008,11503,12019,0
"8799",210000,1,1,2,28,1,0,0,0,0,0,5397,5079,6020,6143,6268,399,5000,1000,123,125,0,1280,0
"8805",280000,1,2,2,26,0,0,0,0,0,0,2103,2768,4425,23083,489,2937,2781,4447,23198,491,2951,0,0
"8813",20000,2,1,2,24,0,1,0,0,0,1,19214,15703,9914,8200,11876,4792,0,1000,0,5000,5400,13324,0
"8819",260000,1,1,2,36,0,0,0,0,0,0,97626,99675,59934,61680,65403,66745,5195,2961,3000,5000,2700,2800,0
"8823",60000,2,2,2,25,0,0,0,0,0,0,53447,51734,50293,26667,26608,27665,2025,5000,2000,1000,1500,1000,0
"8824",2e+05,1,2,1,46,1,0,0,0,0,0,0,760,1281,1328,1114,1205,760,1281,1328,1114,1205,1403,0
"8833",30000,2,2,2,27,0,0,0,0,0,0,26264,27536,28771,27744,28302,29725,2000,2005,1000,1000,2250,0,1
"8850",330000,1,2,1,34,0,0,0,0,0,0,901,0,0,0,0,0,0,0,0,0,0,0,0
"8856",2e+05,2,3,1,67,0,0,0,0,0,0,188072,166668,159513,150852,151996,147690,17014,15019,15000,15000,10000,10000,0
"8866",350000,1,1,1,30,0,0,0,0,0,0,51672,31250,29178,29180,52550,43538,13113,12110,15044,32244,40218,112406,0
"8879",180000,1,2,2,30,0,0,0,0,0,0,10000,10000,10970,12786,10300,10000,10000,10970,12786,10300,10000,11080,0
"8882",40000,2,3,2,23,1,1,1,0,0,0,34415,35170,34305,34985,35719,36428,1600,0,1250,1296,1302,1348,1
"8883",270000,2,1,1,37,0,0,0,0,0,0,1257,71665,69256,67842,68235,72706,73700,3168,3000,4000,8000,3000,0
"8886",260000,2,2,1,42,0,0,0,0,0,0,194654,184008,174268,181592,174184,153907,6540,7691,12831,6015,6410,9606,0
"8897",30000,1,2,2,43,0,0,0,0,0,0,28118,29266,28829,15762,0,0,2000,1209,700,0,0,0,0
"8899",210000,2,1,2,33,0,0,0,0,0,0,1888,320,1403,418,0,0,320,1409,0,0,0,2108,1
"8915",280000,2,2,1,35,1,0,1,0,0,0,0,146,146,1596,1672,1596,149,0,1600,1672,1562,326,0
"8918",30000,1,2,1,36,0,0,1,0,0,0,18441,19936,20803,21655,22646,23764,1800,1500,1500,1500,1500,1500,1
"8919",30000,2,2,1,25,1,1,0,0,0,0,30347,28517,29709,29833,29306,29348,0,1800,1000,1041,1138,932,0
"8935",2e+05,1,1,1,34,1,1,1,1,1,1,170487,174258,175905,178528,175581,180145,8000,6000,7000,0,7500,6000,1
"8937",170000,2,1,1,51,0,0,0,0,0,0,4667,5910,1630,2326,660,1373,5914,1630,2326,660,1373,6674,0
"8941",20000,1,1,2,25,0,0,0,0,0,0,15848,16883,17839,18040,18414,16213,1595,1551,752,773,772,354,0
"8949",160000,2,2,2,24,1,1,1,1,1,1,67018,67257,68939,72267,73602,75133,1900,3400,5100,2800,2900,2800,0
"8950",360000,2,2,2,30,1,1,1,0,0,0,7102,6922,1861,1457,0,0,1893,0,1457,2500,326,0,0
"8975",20000,1,1,2,22,0,0,0,0,0,0,14720,15432,16252,14877,9487,0,3880,1200,298,5390,4000,9666,0
"8991",170000,2,1,1,35,1,0,0,0,0,0,0,3209,0,0,0,0,3209,0,0,0,0,0,1
"9001",50000,1,2,1,36,0,0,0,0,0,0,47606,48653,50144,47838,48914,50442,1815,2306,2000,2000,2500,1700,0
"9002",240000,2,2,1,45,1,0,0,0,0,0,0,396,396,396,396,396,396,396,396,396,396,396,0
"9016",140000,1,3,1,45,1,1,1,1,1,1,78663,76839,80561,83643,82183,90823,0,5000,5000,0,10000,0,1
"9022",50000,1,3,2,28,0,0,0,0,0,0,17141,18361,19214,15519,15129,13747,1500,1211,516,520,622,5000,0
"9023",290000,2,2,1,48,0,0,0,0,0,0,10608,34470,11888,27114,3501,12511,34470,11890,27114,3501,12511,5797,0
"9026",30000,2,2,2,22,0,0,0,0,0,0,18830,0,0,0,0,0,0,0,0,0,0,0,0
"9031",360000,2,1,2,30,0,0,0,0,0,0,40514,31871,27793,19409,18093,10800,1800,2025,3000,2000,1000,2000,0
"9033",50000,1,2,2,40,1,1,0,0,0,0,50209,0,409,29148,30270,22814,0,2931,30000,5270,2814,3089,0
"9036",80000,2,3,1,53,0,1,0,0,0,0,780,390,390,390,390,1320,0,390,390,390,1320,0,0
"9038",330000,1,1,1,37,0,0,0,0,0,0,18807,15865,34284,2780,20247,1806,2087,10054,2840,21101,1814,1861,1
"9039",5e+05,2,1,2,44,0,0,0,0,0,0,0,5218,3981,0,3672,7617,5218,3981,0,3672,7617,2691,0
"9047",50000,2,2,2,26,0,0,0,0,0,2,528,378,0,0,2057,1206,378,0,0,3263,0,0,0
"9054",150000,2,1,2,28,0,0,0,0,0,0,9625,2099,5306,8240,1686,149,2099,5306,8240,1686,149,1760,0
"9065",440000,1,1,2,33,0,1,0,1,0,2,1137,343,812,168,2653,2203,0,1300,0,2777,0,0,1
"9067",210000,1,2,2,32,0,0,1,0,0,0,155913,165227,161427,164860,187329,186079,13000,0,5666,24886,6282,6494,0
"9077",30000,1,2,2,28,1,0,0,1,1,1,26177,27249,29473,28719,29513,28890,1800,3000,0,2400,0,1600,1
"9082",90000,1,3,1,31,0,0,0,0,0,0,68476,68485,67000,45837,49959,52981,4017,4000,4000,5000,4000,4000,0
"9087",410000,2,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"9093",240000,2,2,2,32,0,0,0,0,0,0,308013,190907,192181,189877,188205,182325,7000,6615,6401,6503,6393,6051,0
"9096",130000,1,1,2,27,0,0,0,0,0,0,32464,33805,34810,35194,35951,36703,1867,1872,1256,1500,1500,1500,0
"9101",60000,1,1,2,26,0,0,1,0,0,0,440,880,440,880,440,1681,880,0,880,0,1681,811,0
"9105",130000,2,2,1,41,1,1,0,0,0,0,133894,130312,128653,100795,95299,86564,0,7347,4000,3450,3300,4000,1
"9107",460000,1,1,1,39,1,1,2,2,2,2,2495,2495,2495,2495,2495,2495,0,0,0,0,0,0,1
"9110",20000,1,2,2,27,2,1,0,0,0,0,20771,19935,3110,2140,0,0,0,1000,100,2000,0,0,1
"9111",260000,1,2,1,31,0,0,0,0,0,0,12695,9277,7065,0,0,0,4005,4150,0,0,0,0,0
"9122",230000,2,3,1,40,0,0,0,0,0,0,1856,32254,4805,1600,4712,3466,32254,4819,1600,4712,3466,3199,0
"9134",220000,1,1,1,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"9136",310000,1,1,1,47,0,0,0,0,0,0,960,1863,2667,0,2654,0,1869,2681,0,2654,0,2397,0
"9146",140000,1,3,2,30,1,1,1,1,1,0,145627,145339,136223,113942,109652,109118,6005,210,7903,0,4183,4213,0
"9153",390000,2,1,2,29,0,0,0,0,0,0,0,0,1630,1871,2400,3480,0,1630,1871,2400,3480,1600,0
"9157",90000,2,2,1,32,1,0,0,0,0,0,0,323,0,2520,1651,0,323,0,2520,1651,0,0,0
"9183",180000,1,2,2,26,0,0,0,0,0,0,145574,108617,102711,95652,97661,99656,3907,3600,3415,3542,3616,2000,0
"9189",450000,1,1,2,31,0,0,0,0,0,0,3960,4397,2177,17871,11451,3570,4412,2180,17895,11502,3581,37092,0
"9195",280000,1,3,1,49,0,0,0,0,0,0,4792,3410,2295,3105,582,14013,3410,2295,3105,582,14013,4240,0
"9196",20000,2,1,2,24,0,0,0,0,0,0,15036,16069,16774,17266,17539,18033,1580,1280,770,700,785,600,0
"9199",80000,2,2,2,34,1,2,1,0,0,0,84054,82194,78715,26681,0,0,3,5,1075,0,0,0,1
"9212",130000,2,1,2,28,0,0,0,0,0,0,9821,8582,0,0,1170,0,8611,0,0,1170,0,1070,1
"9221",380000,1,2,1,38,0,0,0,0,0,0,88112,91640,93480,95256,96964,71250,4569,4000,3000,5000,5000,2070,0
"9223",620000,2,1,2,52,0,0,0,0,0,0,31400,32166,17206,164582,75743,54737,32335,17244,154826,76300,55012,55136,0
"9224",2e+05,1,3,1,69,0,0,0,0,0,0,83858,66979,65728,64490,53186,52136,3207,3042,2100,2008,2508,2000,0
"9235",5e+05,1,2,1,39,0,0,0,0,0,0,342548,290244,250186,276579,239874,226502,8628,6242,231888,7945,7840,6966,1
"9237",80000,2,3,2,23,0,0,1,1,1,1,71988,76940,68255,55983,59823,51519,6200,2000,2,6278,0,1567,0
"9240",70000,1,2,2,32,2,1,0,0,0,1,21986,21351,22090,22723,24351,23809,0,1400,1000,2000,0,2074,1
"9253",70000,1,2,2,35,0,0,0,0,0,0,67306,69023,69340,39191,40009,40893,3400,2310,1600,1600,1700,2000,0
"9258",10000,2,2,2,24,0,0,0,0,0,0,7199,8275,9232,9266,9501,9729,1350,1270,300,350,350,300,1
"9265",140000,1,1,2,28,0,0,0,0,0,0,23702,23917,24460,435,435,435,1457,1000,435,435,435,435,0
"9279",130000,2,1,1,36,0,0,0,0,0,0,9164,4603,5000,1500,0,390,4605,5000,1500,0,390,5874,0
"9298",2e+05,2,3,2,70,0,0,0,0,0,0,7109,9999,5300,5300,0,0,10025,5300,0,0,0,0,0
"9304",170000,1,2,2,42,0,0,0,0,0,0,142118,144803,133868,119956,121277,122926,7040,6165,5004,5003,5001,5009,0
"9309",390000,2,2,2,48,0,0,0,0,0,0,171189,176989,178698,182101,155517,154668,10000,10000,8004,10000,6000,10000,0
"9317",10000,1,2,2,26,0,0,0,0,0,0,2989,3454,2917,1473,390,1320,2000,1000,29,390,1320,0,1
"9329",3e+05,1,1,2,32,1,1,1,0,0,0,10566,11293,12000,3458,56338,56735,1200,1200,9427,55000,2000,2000,0
"9333",5e+05,1,1,1,43,0,0,0,0,0,0,14872,53132,74478,61069,37369,2581,53421,74559,1343,907,2592,42767,0
"9338",20000,1,1,2,23,0,0,0,0,0,0,18436,19219,6140,6140,0,0,1500,1000,0,0,0,0,0
"9354",150000,1,1,2,31,0,0,0,0,0,0,3084,0,600,4102,4102,6121,0,601,4102,0,2019,5515,0
"9359",80000,2,1,2,22,0,0,0,0,0,0,78028,79347,76022,58897,54512,51937,3200,2229,1900,4000,5000,21000,0
"9361",5e+05,1,1,1,44,0,0,0,0,0,0,150758,62931,21296,19897,4460,4195,63256,21408,19996,4482,4212,16748,0
"9362",50000,1,2,1,43,1,1,1,1,1,1,15641,15105,16545,16977,16563,17688,0,2000,1000,0,1400,0,1
"9366",130000,1,2,2,37,0,0,0,0,0,0,117471,104341,96395,82476,84205,84162,3857,3734,2924,3029,3009,3116,0
"9378",60000,2,2,2,29,0,0,0,0,0,1,60000,60594,57606,33159,36183,27572,3100,2000,3000,3800,0,2000,0
"9388",20000,1,1,2,24,0,0,0,0,0,0,3395,2296,396,396,8972,3984,2296,396,396,8972,3984,396,1
"9391",250000,1,1,1,53,1,0,0,0,0,0,0,4190,21500,0,10180,7680,4190,25690,0,10180,7680,0,1
"9395",70000,1,1,2,26,0,0,0,0,0,0,35666,18116,18397,17262,24921,0,5000,17831,17262,15001,0,11672,0
"9399",90000,1,3,2,25,0,0,0,0,0,0,6822,6995,7884,0,0,0,1172,1061,0,0,0,193,1
"9402",280000,2,3,1,51,0,0,0,0,0,0,2158,0,0,0,0,0,0,0,0,0,0,0,0
"9406",130000,1,2,2,29,0,0,0,0,0,0,3920,3848,942,942,768,0,4000,942,942,768,0,0,0
"9409",20000,2,1,2,44,0,0,0,0,0,0,19018,18581,19864,20181,20210,20043,1327,2000,1000,710,1043,1000,0
"9410",150000,2,1,2,32,0,0,0,0,0,1,125995,127467,130080,131238,141612,140868,5000,4723,3323,11086,0,4000,0
"9414",360000,1,1,2,29,1,0,0,0,0,0,0,0,6458,825,825,825,0,9091,825,825,825,825,0
"9418",1e+05,2,2,1,45,0,0,0,0,0,0,0,0,0,0,0,1505,0,0,0,0,1505,0,0
"9431",220000,1,2,1,39,2,2,2,1,0,0,187665,175338,163018,128157,131067,108683,0,11,0,4561,5007,170806,0
"9432",230000,2,1,2,36,0,0,0,0,0,0,111691,117858,121697,119772,115730,111222,8000,6000,5000,5000,5000,5000,0
"9440",150000,2,1,1,37,0,0,0,0,0,0,58337,0,0,14515,8758,6882,0,0,14515,8758,6880,8267,0
"9445",2e+05,1,1,2,26,0,0,0,0,0,0,0,1516,11533,9463,3884,3033,1516,11533,189,1000,2050,11300,0
"9455",2e+05,2,2,2,32,0,0,0,0,0,0,165074,170905,186093,188139,141208,144242,10000,20000,6000,5300,5500,4600,0
"9471",1e+05,2,3,2,27,0,0,0,0,0,0,83587,85389,86981,81522,81171,79766,3151,3065,2892,2936,3000,3000,0
"9472",80000,1,1,2,39,1,1,1,1,0,0,78246,79404,80388,78128,75762,73873,3000,3001,0,2703,3100,8302,1
"9477",210000,2,1,2,35,0,0,0,0,0,0,0,0,0,820,0,0,0,0,820,0,0,0,0
"9479",20000,1,2,1,38,0,0,0,0,1,0,6715,7736,8745,9394,9101,9282,1287,1296,945,0,481,829,0
"9492",30000,2,3,1,23,1,1,0,0,1,1,15955,15410,17149,18362,18919,19161,0,2000,1500,1000,700,0,1
"9499",20000,1,1,1,40,0,0,0,0,0,0,30832,17896,17258,18981,19496,18594,3500,1500,2000,800,800,700,0
"9508",480000,2,1,2,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9524",30000,1,2,2,29,0,0,0,0,0,0,390,390,390,1438,719,1588,390,390,1438,0,1588,0,0
"9531",30000,2,3,2,23,0,0,0,0,0,0,528,913,10773,916,3091,700,913,10773,916,3091,700,0,0
"9532",50000,1,2,1,47,1,0,0,0,0,0,0,835,226,0,0,0,835,226,0,0,0,0,0
"9538",1e+05,2,1,1,32,1,0,0,0,0,1,98033,97995,98781,97946,101885,98015,4620,4700,3900,7900,0,7700,0
"9545",20000,2,2,2,22,0,0,1,0,0,0,5473,7492,4988,11680,6590,0,2300,0,102,1500,0,0,0
"9550",2e+05,2,3,2,51,0,0,0,0,0,0,196875,180428,131111,112995,107300,101918,7657,4814,3921,4000,4365,11000,0
"9567",140000,2,1,2,29,1,1,0,0,0,0,144922,141289,137377,93261,95368,97063,17,5547,3242,3512,3333,4383,0
"9568",30000,2,3,1,35,1,1,1,1,1,1,27160,26444,28694,27936,29930,29302,0,3000,0,2600,0,1600,1
"9569",30000,2,2,1,36,1,1,1,1,1,1,16818,20213,19590,21261,20783,22081,4000,0,2000,0,1800,0,1
"9579",170000,1,1,2,48,1,1,2,2,2,2,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,0
"9585",360000,2,3,2,38,1,0,0,0,0,0,0,751,15369,7845,6786,0,1502,15369,200,0,0,0,0
"9586",80000,2,2,2,23,0,0,0,0,0,0,80998,63184,58346,56361,55933,56936,4500,1973,3000,5000,2100,3200,0
"9595",210000,2,2,2,38,0,0,0,0,0,0,194358,185907,180618,184110,189134,194966,8000,10000,8000,8000,9000,8000,0
"9615",150000,1,2,2,49,0,0,0,0,0,0,151822,86002,75782,76333,77956,77553,2985,2700,5000,2823,2865,2679,1
"9623",210000,2,1,2,26,1,1,1,0,0,0,120098,121222,117783,120126,122643,125123,4500,0,4302,4455,4523,4516,0
"9627",360000,1,2,2,38,0,0,0,0,0,0,0,0,0,0,3189,177585,0,0,0,3189,177000,5000,0
"9628",170000,2,1,1,35,0,0,0,0,0,0,86239,75600,2800,21881,0,6780,1512,2800,21881,0,6780,530,0
"9647",50000,1,2,2,33,0,0,0,0,0,0,50094,50461,50994,30521,30242,30193,2479,2412,1162,1199,1223,1199,0
"9648",60000,1,2,1,42,0,0,0,0,0,0,49244,48310,41746,25488,26199,28200,2000,2000,1000,1501,3000,1500,0
"9651",20000,1,2,2,27,0,0,0,0,0,0,18860,17904,15300,12776,3585,0,1360,1206,256,72,0,0,0
"9662",140000,1,1,1,31,1,0,0,1,1,1,51028,52112,55232,55932,54910,57344,2500,4600,2200,0,3513,3000,0
"9670",2e+05,1,2,2,46,0,0,0,0,0,0,18564,77518,82794,80248,64174,51204,60000,20000,20248,45000,40000,54600,0
"9676",150000,1,2,2,35,0,0,0,0,0,0,6008,8765,19674,57858,53588,56892,8008,20155,63992,3004,6002,5702,0
"9682",50000,1,2,1,42,0,0,0,0,0,0,35255,21317,22252,22541,22863,20288,1690,1620,900,780,750,1670,0
"9686",150000,2,1,2,25,0,0,0,0,0,0,150562,148689,147296,144927,54116,6072,5196,3171,3699,69245,1030,0,0
"9691",80000,2,1,2,24,0,0,0,0,0,0,31815,30672,33185,28600,29101,28939,4038,3199,914,850,2055,8318,0
"9696",240000,2,3,1,33,0,0,0,0,0,0,129600,133161,30098,366,725,2576,7000,1030,7,725,2217,158215,0
"9717",120000,2,2,2,33,0,0,0,0,0,1,52266,53351,54425,54925,59010,60191,2522,2559,2000,5000,2300,0,0
"9728",20000,2,2,1,23,1,1,1,1,1,2,7979,8700,9907,9599,14422,18885,1000,1500,0,5000,5000,900,0
"9729",20000,1,3,2,49,0,0,0,0,0,0,19363,19609,0,19413,12223,2110,1200,160,20394,347,2110,12996,0
"9744",180000,2,2,1,30,0,0,0,0,0,0,39259,41054,25590,5817,13623,0,3000,6000,1000,13623,388,77001,0
"9746",50000,2,2,1,52,0,0,0,0,0,0,15377,17121,17832,18532,19233,20650,2000,1300,1000,1000,2000,0,0
"9747",230000,2,2,2,23,0,0,1,1,0,0,1050,2203,2005,0,0,780,2203,0,0,0,780,0,1
"9768",220000,1,3,1,58,0,0,0,0,0,0,22599,23875,0,0,0,52884,1875,0,0,0,52884,105660,0
"9780",110000,1,2,1,48,0,0,0,0,0,0,107767,108561,108895,78194,76385,76858,5700,5000,2700,2901,3000,3000,0
"9781",80000,2,1,2,25,0,0,0,0,0,0,78327,79322,76290,58987,57947,58077,3000,2454,2059,2100,2149,1956,0
"9786",60000,2,1,2,26,0,0,0,0,0,0,41525,33907,27517,27506,28115,28815,1815,1760,1100,1052,1200,1100,0
"9795",160000,2,2,1,38,0,0,0,0,1,1,105313,109030,109731,116452,114481,121885,5416,4002,8565,0,9502,0,0
"9796",50000,2,3,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9798",50000,1,2,1,32,0,0,0,0,0,0,50669,48942,27836,40346,38668,20016,1613,1484,3675,698,1000,706,0
"9833",3e+05,2,1,2,38,0,0,0,1,0,1,2984,0,154,154,1626,976,0,200,0,1626,0,0,1
"9848",10000,2,2,1,40,1,0,0,0,0,0,0,1912,3071,4012,9882,5857,1912,1200,1000,1000,1000,0,0
"9868",20000,1,2,2,55,1,1,1,1,0,0,11736,11180,780,0,0,0,780,0,0,0,0,0,0
"9869",420000,2,1,2,29,0,0,0,0,0,0,105582,97913,75353,78322,77048,23007,23004,20002,7096,20261,3068,10009,0
"9870",2e+05,2,1,2,29,0,0,0,0,0,0,53493,3123,3221,3287,63687,65034,1060,1000,66,65437,2422,2418,1
"9873",30000,2,2,2,24,0,0,0,1,0,0,18220,20606,22880,22217,23694,24151,3000,2620,0,2000,1000,1000,0
"9874",50000,2,1,2,26,1,0,0,0,0,0,0,0,0,6954,7361,6957,0,0,6954,500,1000,500,0
"9875",150000,2,1,1,45,0,0,0,0,0,0,123580,126136,128709,131292,134011,136711,3575,3647,3678,3793,3835,3952,0
"9878",3e+05,2,1,2,39,0,0,0,0,0,0,2019,0,0,0,0,0,1,0,0,0,0,2774,1
"9885",230000,1,1,2,30,0,0,0,0,0,0,101874,97302,97383,97487,96588,95221,8000,5016,5000,5000,5000,5200,0
"9886",210000,2,1,1,44,0,0,0,0,0,0,0,70,24329,780,0,1615,70,24259,780,0,1615,8198,0
"9889",130000,1,3,2,37,1,0,0,0,0,0,0,0,2604,2604,1,1,0,3500,0,0,0,0,0
"9890",480000,2,1,2,27,0,0,0,0,0,0,12759,15410,20116,10060,9301,923,3001,5000,500,500,500,21299,0
"9895",330000,2,2,1,45,0,0,0,0,0,0,47644,48906,50531,50595,40491,31020,2000,2500,1309,1243,2027,1056,0
"9902",2e+05,1,3,1,44,0,0,0,0,0,0,138877,144085,142520,151078,176717,168431,6437,5000,10000,27080,10017,4200,0
