"","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","default.payment.next.month"
"7519",50000,2,1,2,27,1,0,0,0,0,0,49296,50080,50725,43492,44377,41297,1881,1915,1472,4012,2008,10002,0
"7520",70000,2,2,2,23,0,0,0,0,0,0,57034,58224,59158,60675,62047,65298,2700,2500,2500,2500,4300,3000,0
"7521",170000,2,2,1,36,1,1,1,1,1,1,15031,16784,17711,17131,18197,18748,2500,1500,0,1500,1000,0,1
"7524",50000,2,2,2,39,0,0,0,0,0,0,16729,17772,18419,18786,19187,17175,1620,1267,634,665,668,1000,0
"7543",240000,1,2,2,37,0,0,0,0,0,0,171974,175049,176990,169198,166131,169245,8000,7000,6000,5200,5400,5400,0
"7550",2e+05,1,2,1,39,1,0,0,0,0,1,0,0,0,0,710,321,0,0,0,1101,1,13988,0
"7551",140000,1,3,1,33,0,0,0,0,0,0,140795,93199,64487,53220,50051,45859,3609,2039,3014,2514,1656,1005,0
"7558",140000,2,2,2,27,1,0,0,0,0,0,136308,137077,138919,138035,138857,138894,5150,7750,5000,5379,5200,4850,1
"7564",60000,2,2,1,35,0,0,0,0,0,0,60505,60820,54853,39112,39714,38850,2300,2000,1500,1500,1600,1400,0
"7575",50000,2,2,2,36,0,0,0,0,0,0,37329,32540,26601,27358,28017,28593,1500,1500,1200,1100,1042,1009,1
"7577",160000,1,2,1,57,0,1,1,0,0,0,2008,280,0,187,197,307,0,0,687,400,500,700,0
"7583",20000,1,3,1,39,0,0,0,0,0,0,16946,14960,12772,12630,12524,11179,1529,1161,409,444,405,163,0
"7587",160000,2,2,1,44,1,0,0,0,0,0,0,5621,6468,6600,0,0,5621,1000,132,0,0,0,0
"7588",80000,2,2,2,31,1,1,0,0,1,1,54207,52775,53906,60099,61402,60272,0,2000,7100,2400,0,4600,0
"7589",70000,2,1,1,36,1,0,0,0,0,0,81719,85389,86287,65287,35345,9360,5000,3000,2000,3000,5000,0,0
"7591",50000,1,2,2,45,0,0,0,0,0,0,48406,49880,47206,19189,19008,19687,2286,1302,678,695,1000,687,1
"7596",20000,1,2,2,43,2,2,1,0,0,0,34213,30100,25871,21970,18669,19669,0,0,0,0,1000,53301,1
"7599",310000,2,2,1,28,0,0,0,0,0,0,106540,110211,208505,150380,38551,42901,5000,1e+05,7000,10000,5000,5000,0
"7617",10000,1,2,2,47,0,0,0,0,0,0,219,9110,9797,0,9767,9067,10400,1000,0,20200,200,0,1
"7626",360000,2,1,2,32,0,0,0,0,0,0,166848,149903,138091,138123,140324,108772,7294,6135,4504,4669,4060,3475,0
"7627",110000,2,3,2,31,0,0,0,0,0,0,77595,78322,66068,61486,60695,58147,3700,2212,2100,2200,2200,1910,0
"7629",130000,1,1,2,33,1,0,0,0,0,0,0,0,0,8495,6480,0,0,0,8495,0,0,0,1
"7636",20000,1,2,1,37,0,0,0,0,1,0,17214,9633,10944,11280,11011,7755,2248,1500,757,0,430,1000,0
"7638",80000,1,3,1,47,0,0,0,0,0,0,78415,80093,74598,34712,40452,39762,3369,1688,694,44492,1455,1365,1
"7639",160000,1,2,2,31,0,0,0,0,0,0,24645,24956,25819,25754,25898,25925,1420,1699,1050,1104,1041,1000,0
"7641",50000,1,2,1,34,0,0,0,0,0,0,24249,25952,29915,30215,5964,2800,2100,5000,1000,0,56,0,0
"7644",180000,1,1,2,33,0,0,1,0,0,0,33331,35311,31648,23461,20671,17122,5317,23,208,10,51,0,0
"7647",150000,2,2,1,30,1,1,0,0,0,0,36472,33947,35518,30564,21849,25168,0,5035,5000,900,10000,7000,1
"7666",80000,2,2,2,24,1,0,0,0,0,0,45647,45248,33696,40092,40946,41588,2039,2000,7000,1482,2501,3082,1
"7672",50000,2,1,2,24,0,0,0,0,0,0,50537,44686,38493,33769,34211,34944,2554,1900,1355,1300,1300,1500,0
"7677",250000,1,3,1,44,0,0,0,0,0,0,6826,3900,4482,43546,38051,576,3924,4482,43676,38166,576,2389,1
"7683",60000,2,2,2,29,0,1,1,0,1,1,4603,4186,0,1887,1543,3972,0,0,1887,0,3557,0,0
"7689",220000,1,1,2,31,0,0,0,0,0,0,7521,4023,5878,6452,5157,4159,4028,5892,6463,5163,4169,3733,0
"7690",20000,1,2,2,23,0,0,0,0,0,0,10478,11193,12207,14402,16399,20929,1193,1207,2402,2399,5000,0,0
"7699",220000,1,2,2,30,0,0,0,0,0,0,18301,20161,24621,17125,18378,1344,2026,10040,1000,1253,1350,4416,0
"7703",30000,2,2,2,23,1,1,0,0,1,1,27171,27429,26571,28128,27548,29536,1000,1800,2300,0,2600,0,0
"7705",280000,1,2,1,34,0,0,0,0,0,0,126305,128888,123909,124078,124489,114110,4728,4700,4210,4455,4109,4000,1
"7706",230000,1,1,1,45,0,0,0,0,0,0,43885,44926,45941,46853,47834,48942,1749,1764,1676,1735,1902,2189,0
"7715",50000,1,3,2,49,0,0,0,0,0,0,34461,35582,40610,11292,3266,10012,2000,6000,2000,2200,10000,2100,0
"7721",80000,2,2,2,26,0,0,0,0,0,0,46738,48237,49642,52052,40505,41471,3001,3000,3000,3000,1637,2928,0
"7727",20000,2,2,2,22,0,0,0,0,0,0,19194,19840,7627,0,0,19191,1129,1002,0,0,19191,0,0
"7739",210000,2,2,1,48,0,0,0,0,0,0,140,140,140,60,120,0,140,140,60,200,0,0,0
"7740",70000,2,2,1,43,0,0,0,0,0,0,66083,67681,40849,2917,1473,917,3017,2025,58,29,917,40442,0
"7741",160000,2,1,2,31,0,0,0,0,0,0,3555,7340,0,7634,7350,7938,7340,0,7634,0,7938,3993,0
"7742",30000,2,2,1,27,0,0,0,0,0,0,4527,7427,11013,16013,16340,3396,3000,6000,5000,327,3396,1680,0
"7747",50000,1,2,2,28,0,0,0,0,0,0,49417,48104,49348,28433,53718,27084,1966,2210,1946,983,1950,946,0
"7754",20000,1,2,1,31,0,0,0,0,0,0,0,0,460,0,1600,0,0,526,201,1801,0,0,0
"7757",140000,1,2,1,29,1,1,1,1,1,1,73302,74539,75724,73909,78305,76888,3000,3000,0,5763,0,6100,1
"7762",2e+05,1,1,2,27,0,0,0,0,0,0,2436,3458,758,0,750,26903,5963,760,0,752,26983,599,0
"7772",90000,2,2,1,36,1,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,550,3780,0
"7776",30000,2,1,2,27,0,0,0,0,0,1,20234,20476,21991,22544,24061,23428,2000,3000,2000,2000,1000,0,1
"7789",1e+05,2,3,2,28,0,0,0,0,0,0,7220,13677,49773,61244,31410,20529,13695,49813,50054,33,10028,1e+05,0
"7790",170000,1,2,1,37,0,0,0,0,0,0,164240,167116,165432,120084,123439,107682,8019,6196,4300,5000,4006,4007,0
"7796",120000,2,2,2,28,0,1,1,0,0,0,200,200,0,0,0,0,0,0,0,0,0,0,1
"7802",140000,2,2,2,42,0,0,0,0,0,0,24984,26010,27026,27714,28139,28697,1434,1450,1138,1021,1026,1061,0
"7819",290000,1,4,1,52,0,0,0,0,0,0,302396,2000,2208,105145,106511,108228,2000,2604,215917,3685,3700,3786,0
"7820",50000,2,2,2,23,0,0,0,0,0,0,30941,30730,29908,28809,27905,13835,1751,1402,776,773,522,430,0
"7822",80000,2,3,1,44,0,0,0,0,0,0,485,10735,2954,24243,7043,13531,10735,2957,24277,7046,13671,3206,0
"7834",70000,2,2,2,22,0,0,0,0,0,0,57889,33868,33390,26457,27165,27562,1592,1497,947,1134,1000,1021,0
"7837",50000,2,3,2,55,0,0,0,0,0,0,47860,47294,45136,29378,29750,30327,1936,3654,1038,1222,1217,946,0
"7843",4e+05,1,1,2,29,0,0,0,0,0,0,6748,7777,20192,17337,5396,516,7777,20192,17337,0,516,53871,0
"7845",60000,1,3,2,25,0,0,0,0,0,0,57530,59869,59942,28934,27461,28504,3869,2742,1200,1461,1504,1683,0
"7846",110000,1,1,2,25,0,0,0,0,0,0,51139,53797,56394,58341,60242,62234,3500,3500,3500,3000,3000,3000,0
"7848",140000,1,1,2,37,0,0,0,0,0,0,3351,64555,63796,55234,52959,50617,64555,2898,1890,2000,2000,1900,1
"7857",180000,2,2,1,35,0,0,0,0,0,0,1866,590,360,0,0,414,590,360,0,0,414,0,0
"7859",150000,2,2,2,22,0,0,0,0,0,0,7600,8749,10652,32330,15681,6173,1300,3652,33866,410,200,776,0
"7860",130000,1,1,1,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"7867",140000,1,2,2,24,0,0,0,1,1,1,125080,127751,136996,140813,142170,144587,4688,11421,7580,5000,4913,0,1
"7870",30000,2,2,1,45,0,0,0,0,0,0,30226,31237,13511,13781,14070,14350,1676,1223,493,511,514,532,0
"7882",30000,2,2,2,23,0,0,0,0,0,0,390,780,0,0,0,0,780,0,0,0,0,0,0
"7886",20000,2,1,2,26,0,0,0,0,0,0,18362,19669,16479,16694,17334,17063,1640,1506,721,1000,1000,600,0
"7890",20000,2,2,2,34,0,0,0,0,0,0,19727,20330,20199,19609,19957,2361,2000,1200,0,348,0,420,0
"7891",130000,1,2,1,27,0,0,0,0,0,0,53119,48994,17285,12448,12855,11795,3106,22511,600,1005,1004,1006,1
"7893",20000,2,2,2,23,0,0,0,0,0,0,16622,18913,15868,16188,14891,3044,3015,5086,5000,3202,5000,694,0
"7895",70000,2,3,1,56,0,0,0,0,0,0,16976,0,0,0,0,1000,5000,0,0,0,1000,1770,0
"7904",90000,2,2,1,36,0,0,0,0,0,0,685,0,490,850,1000,1360,0,490,850,1000,1360,0,1
"7907",110000,2,1,1,40,0,0,1,0,0,0,52691,55000,52277,52055,52437,55560,5000,0,2000,3000,5000,2000,0
"7908",150000,1,1,2,38,1,1,1,1,0,0,139005,135350,148041,143259,142519,142162,0,15000,0,5099,5472,5000,0
"7923",230000,2,2,2,38,0,0,0,0,0,0,104364,106549,108719,111039,113365,115625,3867,3941,4123,4267,4300,4084,0
"7928",490000,1,1,1,43,0,0,0,0,0,0,25916,14187,56573,81414,62063,14122,14187,56717,81414,62063,14122,25417,0
"7930",180000,1,2,1,42,0,0,0,0,0,0,27884,28958,29864,30632,31274,32144,1526,1432,1200,1072,1326,704,1
"7944",90000,2,2,2,25,0,0,0,0,0,0,81694,78656,78054,78116,75483,72821,3609,5000,4000,3315,7539,5000,0
"7950",30000,2,2,2,23,0,0,0,1,0,0,10805,10527,12443,11949,12107,12907,1184,2100,0,500,1000,0,0
"7956",130000,2,2,3,38,0,0,0,0,0,0,780,0,11836,7216,8826,390,0,11836,2000,2000,390,390,0
"7963",30000,2,2,1,33,0,0,0,0,0,0,30147,28789,29885,30188,21647,22087,1554,1650,950,800,800,500,0
"7979",270000,2,2,2,25,0,0,0,0,0,0,23579,24613,25617,25434,25966,26486,1419,1423,910,942,951,1000,0
"7980",130000,2,2,2,24,0,0,0,0,0,0,986,0,4388,0,0,1109,0,4402,0,0,1109,4200,1
"7982",490000,1,1,1,35,0,0,0,0,0,0,23396,19454,17195,15691,14466,13908,1207,1107,507,1507,1500,3615,0
"7993",140000,2,1,2,28,0,0,0,0,0,0,5845,10322,12830,13317,14936,18504,10322,5000,1000,2000,4000,4000,0
"7995",150000,2,2,2,50,0,0,0,0,0,0,7890,8958,780,7500,0,0,8958,780,7500,0,0,0,0
"8000",1e+05,2,3,2,46,1,0,1,1,0,0,0,203,203,0,7856,16544,203,0,0,7856,10000,865,0
"8006",2e+05,1,2,2,27,0,0,0,0,0,0,131791,17666,0,0,0,0,2000,0,0,0,0,0,0
"8015",410000,2,1,1,38,1,1,1,0,0,0,180922,184241,176857,175193,165929,114527,7670,2,5561,5432,4546,5191,1
"8025",1e+05,1,2,2,30,0,0,0,0,0,0,83312,58651,37913,38582,39408,40593,2900,2000,1600,1600,2000,1700,0
"8041",150000,1,1,2,42,1,0,0,0,0,0,143896,147475,75423,70034,44311,20056,6482,3440,2046,4311,5056,1169,1
"8047",390000,2,2,1,41,0,0,0,0,0,0,3983,25146,197534,179690,170173,164339,25146,185059,9137,6513,5058,6000,0
"8050",140000,2,2,1,42,0,0,0,0,0,0,19080,18807,18624,19652,23477,22330,4344,4548,3760,5854,3039,3866,0
"8056",310000,2,2,2,51,0,0,0,0,0,0,107,0,0,235,0,0,0,0,235,0,0,584,0
"8057",4e+05,2,2,1,33,0,0,0,0,0,0,9940,0,11451,101,551,19982,0,11451,104,600,20015,0,0
"8058",50000,2,3,1,35,1,1,1,1,0,0,49873,50796,49727,21826,10208,10100,2200,568,0,516,400,300,1
"8059",80000,1,2,1,33,0,0,0,0,0,0,28496,16984,1155,0,57245,49947,1000,1155,0,59000,2061,1390,0
"8075",260000,2,2,1,41,0,0,0,0,0,0,2699,3543,500,3540,2957,917,3543,505,3540,2957,917,0,0
"8076",150000,2,2,1,35,0,0,0,0,0,0,128278,131715,133625,49019,44801,39742,7000,6000,1800,1600,2000,1700,0
"8084",70000,2,3,1,32,0,0,0,1,0,0,10856,10822,13627,10852,12676,14463,2000,3000,0,2000,3000,4000,0
"8085",140000,1,1,2,29,0,0,1,0,0,0,1712,2304,978,652,326,1052,2314,0,0,0,1052,652,1
"8089",30000,1,2,1,57,0,0,0,0,0,0,29204,20564,16341,7593,7828,1366,1400,1000,1000,235,1366,0,0
"8094",230000,1,1,1,32,1,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,150,990,1
"8098",2e+05,1,1,2,31,0,0,0,0,0,0,3702,25548,10594,7969,2865,5625,25678,10623,25,16,6000,19,1
"8103",140000,1,2,1,28,0,0,0,0,0,0,110384,106389,97978,98857,101264,103524,3729,3539,3538,4000,4097,3631,1
"8106",160000,2,3,1,48,0,0,1,0,0,0,153390,158421,152835,152638,142454,128895,15102,0,6000,5300,4784,4500,0
"8107",50000,2,3,2,58,1,0,1,0,0,0,0,9587,8845,8867,9074,9254,10587,331,317,350,331,500,0
"8117",50000,1,2,2,35,0,0,0,0,0,0,48064,49399,49943,18568,18740,19036,2500,2000,1000,1000,1000,1000,0
"8118",160000,2,2,2,50,0,1,0,0,0,1,3139,1473,1863,390,930,390,0,1863,0,930,0,0,0
"8123",50000,2,2,2,24,0,0,1,1,0,0,46393,50022,50895,48598,47668,45400,4700,2000,0,2200,2000,2000,0
"8124",150000,2,1,1,34,0,0,0,0,0,0,9779,60911,19796,1725,1150,0,61168,19796,1725,1150,0,0,0
"8125",130000,2,2,1,44,1,1,1,1,1,1,99801,102403,103828,104139,106519,109109,5100,4000,3500,4200,4500,3500,0
"8126",20000,2,1,2,22,0,0,1,0,0,0,10003,13329,11613,10750,10606,7263,4211,0,237,242,163,22,0
"8128",240000,1,1,1,42,0,0,0,0,0,0,72339,91045,91027,51508,51127,0,20000,2213,1030,1023,6790,10893,0
"8133",3e+05,2,2,1,33,0,0,0,0,0,0,11613,12893,10841,11900,0,0,1513,1000,1059,0,0,51167,0
"8139",20000,1,2,2,30,0,0,0,1,1,1,16728,17759,19752,19155,20385,19218,1307,2300,0,1525,0,1000,1
"8140",5e+05,2,1,2,33,1,0,0,0,0,0,0,212,298,306,150,316,212,298,306,150,316,0,0
"8157",30000,1,2,2,26,0,0,0,0,0,0,26301,27376,28359,24844,25364,25935,1500,1450,889,920,992,1000,0
"8158",330000,2,2,1,28,0,0,0,0,1,1,225079,229947,233122,246414,253338,249107,10000,8507,17215,11000,0,12000,0
"8159",360000,1,2,1,30,0,0,0,0,0,0,6323,6934,17170,11152,6000,0,7001,17173,1000,1000,0,2e+05,0
"8160",40000,1,1,2,26,0,0,0,0,1,1,6586,7618,8484,10333,10023,11258,1300,1150,2000,0,1400,0,0
"8173",150000,2,3,1,39,1,1,0,0,0,0,153994,147038,122498,75782,71306,69737,0,5000,3000,3000,3000,5000,0
"8177",30000,1,1,2,22,0,0,0,0,0,1,2949,19689,17681,17113,13368,11739,19689,2092,1500,1500,0,161,0
"8180",310000,1,1,1,39,1,0,0,0,0,0,166517,18901,19781,22432,24058,25646,150000,1500,3000,2000,2000,3000,0
"8182",60000,2,2,2,23,0,0,0,0,0,0,63709,64261,50243,15092,12037,10000,2351,1237,422,528,2000,5000,1
"8184",180000,2,2,1,31,0,0,0,0,0,0,173517,160996,132054,115551,109539,108837,10122,35206,40600,5000,10000,10000,0
"8185",180000,1,2,1,28,0,0,0,0,0,0,180827,175914,176778,172440,168914,171645,6600,7738,6200,6418,13000,0,1
"8187",360000,1,2,1,36,0,0,0,0,0,0,20328,12664,1901,2355,4206,5889,1204,1901,2355,4206,5889,0,0
"8188",140000,1,2,1,46,0,0,0,0,0,0,133899,137171,139414,97268,99960,86728,5425,4979,3715,4498,86728,2412,1
"8189",310000,2,3,2,30,0,0,0,0,0,0,118109,131107,97009,51757,50009,45262,18008,20000,12000,5000,3000,1900,0
"8190",30000,1,3,2,25,0,0,0,0,0,1,22821,23846,24864,25360,26999,26414,1397,1415,911,2051,0,1500,0
"8193",260000,1,1,1,45,0,0,0,0,0,0,21480,25791,31654,35784,40726,45923,5000,6781,5000,6452,6696,6892,0
"8196",80000,1,1,2,28,0,0,0,1,0,0,47933,39695,42372,41393,42275,43418,2100,3650,0,1700,2000,3000,0
"8201",110000,2,2,1,34,0,0,1,1,1,1,43780,48076,48989,47900,52123,51131,5000,2000,0,5000,0,5000,0
"8211",80000,2,2,1,42,0,0,0,0,0,0,23931,23366,22275,21631,22961,19269,1500,2000,1000,3000,1000,1000,1
"8217",140000,1,1,2,28,0,0,0,0,0,0,135648,138049,99274,100878,102984,106628,5247,3213,2857,2963,4566,1969,1
"8219",10000,1,2,1,36,0,0,0,0,0,0,8593,9582,8986,9691,9889,10131,1300,1200,1000,1000,569,200,0
"8230",130000,1,2,2,27,0,0,0,0,0,0,81603,84249,85424,82632,84522,86061,3963,3500,2956,3220,3100,3344,1
"8239",60000,1,1,1,37,0,0,0,0,0,0,57985,59312,27420,27965,28552,29276,2550,1500,1001,1038,1200,1233,0
"8246",1e+05,2,2,1,40,0,0,0,0,0,0,10228,50764,52520,24550,5973,57200,50836,39033,524,18,57227,422,0
"8247",2e+05,2,1,2,32,0,0,0,0,0,0,47517,8219,9000,10000,11340,0,1219,1000,1000,1340,0,0,0
"8258",270000,2,2,2,39,0,0,0,0,0,0,116168,118661,121106,118269,120737,123227,4173,4275,4054,4191,4302,4567,0
"8261",160000,1,2,1,50,0,0,0,0,0,0,269,0,697,697,895,1341,0,697,697,895,1341,402,0
"8262",180000,2,2,2,34,1,0,0,0,1,1,51385,53925,54848,57988,59438,61974,3140,923,4663,2530,3687,5000,1
"8263",3e+05,1,1,2,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"8267",30000,2,1,1,35,1,0,0,0,0,0,27703,28743,27048,26592,23874,23293,1500,1356,900,1000,1100,664,1
"8268",5e+05,2,1,1,38,0,0,0,0,0,0,913,9724,9350,6972,11879,15574,9782,9350,6972,11879,15574,12921,0
"8273",280000,2,1,2,23,0,0,0,0,0,0,262579,235354,199360,193888,193132,188016,6453,6000,5334,5397,5400,5894,0
"8276",170000,1,2,1,42,0,0,0,0,0,0,164824,132485,120267,117453,115778,117411,6107,6000,4500,4500,4500,4500,0
"8280",2e+05,1,3,1,38,0,0,0,0,0,0,181532,179645,180615,180127,166755,167416,8218,7912,6284,6313,6200,6419,0
"8282",130000,2,3,1,45,1,0,1,0,0,0,0,780,390,540,11040,953,780,0,540,11040,953,9622,0
"8289",140000,2,2,2,29,0,0,0,0,0,0,128583,132734,132135,126622,127495,119304,7000,5000,5000,6000,6000,5300,0
"8317",360000,2,1,2,29,0,0,0,0,0,0,73753,61008,49781,12846,4548,9820,5121,10180,41,22,9865,14847,0
"8322",1e+05,2,2,2,32,1,0,0,0,1,1,50332,52644,54905,58133,60197,59226,3000,3000,4000,3000,0,4300,0
"8324",220000,1,2,1,32,0,0,0,0,0,0,1565,3067,5797,1195,1797,1195,3082,5820,1198,1802,1198,1802,0
"8325",470000,2,1,2,31,0,0,0,0,0,0,22988,10353,5603,11685,5093,2791,10363,5910,13380,5093,2791,9527,0
"8330",50000,1,3,1,30,0,0,0,0,0,0,50545,49502,46418,19980,19751,20477,2603,1621,1000,1000,1204,1000,1
"8331",120000,2,2,2,30,0,0,0,0,0,0,116887,117419,116281,117392,117791,112505,4615,7175,4529,4625,4029,4237,0
"8333",120000,1,1,2,27,0,0,0,0,0,0,880,880,880,880,880,1030,880,880,880,880,1030,880,0
"8334",30000,2,2,2,21,0,0,0,0,0,0,26757,26831,26620,26134,26865,25752,1520,1339,852,2067,1400,100,0
"8335",180000,2,1,2,29,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
"8342",50000,1,2,1,40,0,0,0,0,0,0,18485,10767,9775,10122,9146,9341,1166,1200,481,321,336,174,0
"8354",150000,2,1,2,27,0,0,0,0,0,1,138066,140522,138722,130494,147851,145535,5767,6100,30000,19227,0,2606,0
"8358",240000,1,1,2,48,0,0,0,0,0,0,116058,117196,121245,122736,125599,128506,4500,6000,5000,5000,5000,5000,0
"8368",80000,1,1,2,29,1,1,1,0,0,0,49373,49812,0,0,0,0,1980,19800,0,0,0,0,1
"8376",80000,2,1,2,29,1,0,0,0,0,0,0,0,8061,8061,9390,4337,0,8061,0,9390,4500,0,1
"8378",3e+05,2,1,2,35,0,0,0,0,0,0,47295,87717,78638,77038,74345,49452,55047,27354,2124,5000,5500,4000,0
"8379",4e+05,1,2,1,39,0,0,0,0,0,0,399099,272898,202937,169138,144434,124802,15395,10232,12115,6285,11106,3124,0
"8388",140000,1,1,2,36,0,0,0,0,0,0,74177,65336,53578,49288,43870,44854,4000,3500,2000,2500,1800,2000,1
"8390",50000,1,2,1,36,1,1,1,1,0,0,50808,48287,47265,20840,19568,19812,0,3259,0,844,706,677,1
"8394",50000,2,1,1,25,0,0,0,0,0,0,30479,31200,31817,29229,29529,30053,1528,1461,1030,1070,1320,1212,1
"8399",480000,2,1,2,30,0,0,0,0,0,0,75834,0,37649,45469,20020,3167,105,37754,32970,8000,3167,10981,0
"8402",140000,2,1,2,30,0,0,0,0,0,0,4975,5445,6455,6847,8075,8592,1200,1108,500,1500,650,0,0
"8403",310000,2,1,2,27,0,0,0,0,0,0,833,323,1083,2134,2474,2097,323,1093,2140,9201,2103,6571,0
"8407",30000,2,2,2,41,0,0,0,0,0,0,25159,25931,27369,25111,22235,19000,1762,2200,790,922,663,1310,0
"8408",2e+05,2,2,2,26,0,0,0,0,0,0,58147,1468,2321,327194,6680,3963,1468,2321,163597,6680,3963,2514,0
"8410",180000,1,1,2,32,0,0,0,0,0,0,154374,153018,146396,136531,138502,136665,7500,7000,5000,5000,6000,5137,0
"8411",180000,2,2,2,34,0,0,0,0,0,0,194,191,187,176,188,187,200,187,180,200,187,750,0
"8413",120000,1,1,1,48,0,0,0,0,0,0,360,360,360,150,870,510,360,360,150,870,510,870,1
"8422",4e+05,2,1,1,28,0,0,1,0,0,0,6500,405016,391178,392932,394410,410127,405016,0,14000,13560,28000,0,0
"8424",50000,2,2,2,22,1,1,1,0,0,0,50974,51688,50024,29381,28957,28435,3000,0,800,808,1200,775,0
"8429",20000,2,2,2,53,2,2,2,2,1,1,18396,17826,18547,19118,18679,19812,0,1300,1170,0,1600,0,0
"8431",170000,2,1,2,31,1,0,0,0,0,0,0,843,0,0,0,1880,843,0,0,0,1880,456,0
"8437",410000,1,1,2,29,0,0,0,0,0,0,53629,50359,44596,44016,38728,36540,3037,3015,3549,5029,4325,6029,0
"8438",50000,2,2,2,26,0,0,0,0,0,0,26701,28014,28725,29295,29902,30683,1749,1479,1049,1080,1280,1330,0
"8440",80000,2,1,2,24,0,0,0,0,0,0,3940,4115,84,8708,8728,2793,4117,84,8708,20,2795,0,0
"8446",380000,2,1,2,32,0,0,0,0,0,0,41727,44178,82860,753,11599,8348,44178,89999,753,11599,8348,1571,0
"8447",150000,2,2,1,36,1,1,1,2,2,1,125938,132110,142876,139097,138592,141447,9734,14500,0,2000,5300,5000,0
"8450",1e+05,2,3,1,26,0,0,0,0,0,0,45807,47099,40027,37735,35437,34155,5000,2500,3000,1597,2457,5660,0
"8452",50000,2,2,2,25,0,0,0,0,0,0,30857,28481,27634,26691,26329,25923,1800,1400,915,1500,1500,2000,0
"8460",80000,2,3,2,52,0,0,0,0,0,0,73056,74736,65581,63939,65278,66578,2953,2333,2288,2369,2385,2458,1
"8461",1e+05,2,1,2,37,0,0,0,0,0,0,1725,21711,10487,780,0,0,21711,1000,780,0,0,0,0
"8462",230000,2,2,1,28,0,0,0,0,0,0,54228,21092,18481,15609,5802,72049,1500,1139,600,800,70196,3000,0
"8463",490000,1,1,1,50,0,0,0,0,0,0,17884,6836,4657,3398,1476,1602,6836,4657,3398,1476,1602,7531,1
"8468",20000,1,2,2,26,1,2,2,1,2,1,19276,18691,18048,18553,19465,16523,0,0,1000,1400,0,3000,0
"8476",270000,1,2,1,49,0,0,0,0,0,0,3197,61164,61145,62186,62123,58995,61164,4000,5000,6000,5000,5000,0
"8478",250000,2,2,2,32,0,0,0,0,0,0,72618,72972,43497,13877,14395,14063,3800,3000,4500,3000,5000,6000,0
"8480",230000,1,2,2,30,0,0,0,0,0,0,120113,112301,104587,98333,88909,78872,4501,4585,3328,3500,2872,3000,0
"8487",180000,1,1,2,40,0,0,0,0,0,0,93648,92017,87173,83205,84996,89723,4246,3000,3100,3200,7500,2916,0
"8502",230000,2,1,2,32,0,0,0,0,0,0,195409,203432,180786,95445,63048,99961,21844,14105,21124,2520,50961,2670,0
"8505",180000,2,2,2,25,0,0,0,1,0,0,169225,172888,182533,176099,178391,181986,7800,14010,4,6431,6600,6675,0
"8508",170000,2,1,1,63,0,0,0,0,0,0,54957,56462,58023,59560,61442,63422,3000,2500,2500,3000,3000,2651,0
"8511",160000,2,1,2,42,0,0,0,0,0,0,0,0,0,0,741,0,0,0,0,741,0,0,0
"8512",160000,2,3,2,24,0,0,0,0,0,0,153470,151486,153378,93971,96587,96623,10000,4600,4800,5000,3000,1000,0
"8521",20000,2,2,2,46,1,1,1,1,0,0,16626,16071,19205,19712,19249,38900,0,3473,1000,727,1100,1100,1
"8531",140000,1,2,1,55,0,0,0,0,0,0,78314,81049,82810,83544,85692,87425,4000,4000,3000,3500,3158,8000,0
"8536",290000,1,1,1,46,0,0,0,0,0,0,2052,4146,700,5055,694,3207,4146,700,5077,694,3207,0,0
"8538",2e+05,1,1,1,49,0,0,0,0,0,0,1377,528,216,1311,2842,0,792,216,1311,2842,0,623,1
"8542",350000,1,2,2,36,0,0,0,0,0,0,230738,232382,234254,211309,210897,191037,9503,9015,7511,8011,7361,7011,0
"8554",1e+05,1,1,1,60,1,2,1,0,0,0,8311,8031,5790,3860,2599,2712,0,0,0,0,2712,0,0
"8561",50000,1,2,1,51,0,0,0,0,0,0,46926,49161,49366,29441,30061,28728,3000,1500,1024,1064,1029,1023,0
"8581",50000,2,2,2,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8584",1e+05,2,1,2,42,0,0,0,0,0,0,91141,93027,94925,96837,98894,100500,2635,2688,2718,2854,2500,0,0
"8585",2e+05,1,1,2,33,0,0,0,0,0,0,5448,7616,14771,1973,9500,40647,7616,14771,1973,9500,40647,589,0
"8586",140000,2,2,1,39,0,0,0,0,0,0,131764,134654,138303,119845,122457,125487,6500,7500,5000,4700,5228,4500,0
"8593",450000,1,1,1,46,0,0,0,0,0,0,1135,1135,1135,1135,1135,1135,1135,1135,1135,1135,1135,1135,0
"8594",190000,1,3,1,54,1,0,0,0,0,0,0,0,0,40733,10876,2907,0,0,43500,2000,2907,3000,0
