,x,p
1000,0.243107864,0.195564577
1001,0.555797063,0.357242648
1002,0.139902129,0.122731702
1003,0.847001876,0.458582033
1004,0.15371506,0.133234856
1005,0.151849913,0.131831336
1006,0.169607027,0.145011977
1007,0.123139591,0.109638724
1008,0.092900403,0.08500354
1009,0.161139697,0.138777184
1010,0.144074056,0.125930708
1011,0.555149125,0.35697485
1012,0.104471335,0.094589449
1013,0.202083788,0.168111233
1014,0.500766344,0.333673757
1015,1.405899868,0.584355104
1016,0.090854857,0.083287759
1017,0.246170924,0.197541862
1018,0.724906843,0.420258547
1019,0.200034642,0.166690723
1020,0.669618768,0.401060877
1021,0.147957335,0.128887486
1022,0.164488854,0.141254125
1023,0.095419113,0.087107402
1024,0.273552268,0.214794692
1025,0.150410312,0.130744927
1026,0.160472259,0.138281857
1027,0.16141379,0.138980432
1028,0.190419377,0.159959911
1029,0.127396208,0.113000388
1030,0.37887757,0.274772451
1031,0.183776651,0.155246051
1032,0.543004218,0.351913632
1033,0.10923718,0.098479551
1034,0.273523192,0.214776766
1035,0.188780075,0.158801513
1036,0.114554493,0.102780522
1037,0.138878744,0.121943398
1038,0.108555748,0.097925385
1039,0.100180389,0.091058149
1040,0.105590424,0.095505914
1041,0.095792893,0.087418794
1042,0.169657289,0.145048717
1043,0.1740571,0.14825267
1044,0.185503693,0.156476689
1045,0.252934888,0.201873929
1046,0.1702852,0.145507437
1047,0.122797319,0.109367307
1048,0.060508311,0.057055951
1049,0.132575886,0.117056957
1050,0.386633669,0.278828993
1051,0.141756198,0.124156276
1052,0.748609823,0.428117132
1053,0.103373272,0.093688396
1054,0.195764616,0.16371501
1055,0.200986486,0.167351164
1056,0.184142265,0.155506876
1057,0.25501063,0.203194
1058,0.70828207,0.41461658
1059,0.123172428,0.109664754
1060,0.140638808,0.123298284
1061,0.169160078,0.14468513
1062,0.241158272,0.194300983
1063,0.142478327,0.124709873
1064,0.094069791,0.085981527
1065,0.768405417,0.43451881
1066,0.300771695,0.231225584
1067,0.178340055,0.151348547
1068,0.133673757,0.117912015
1069,1.062034223,0.515041996
1070,1.303064121,0.56579585
1071,0.192265357,0.161260541
1072,0.195824462,0.163756863
1073,0.163572865,0.140578102
1074,0.138728054,0.121827203
1075,0.241487482,0.194514633
1076,0.18119136,0.153397126
1077,0.207204744,0.171640101
1078,0.034441766,0.033295026
1079,1.382603603,0.580291074
1080,0.307469971,0.235164078
1081,0.284294725,0.221362526
1082,3.727456839,0.788469777
1083,0.08195781,0.075749543
1084,0.218744759,0.179483651
1085,0.006838728,0.006792278
1086,0.110422715,0.099442053
1087,0.060586587,0.057125545
1088,0.115512207,0.103550823
1089,0.140196227,0.122957982
1090,0.148858715,0.12957095
1091,0.338855639,0.253093484
1092,0.185949522,0.156793791
1093,0.134283481,0.118386173
1094,0.158844065,0.13707113
1095,0.114017713,0.102348205
1096,0.039872882,0.038343996
1097,0.205116333,0.170204591
1098,0.832523744,0.454304479
1099,0.214259298,0.176452672
1100,0.188657542,0.158714798
1101,0.111492715,0.100308993
1102,0.15888327,0.137100322
1103,0.160051198,0.137969081
1104,0.193442001,0.162087475
1105,0.171441231,0.146350689
1106,0.220499961,0.180663636
1107,0.664681466,0.399284475
1108,0.140860289,0.123468483
1109,10.18819529,0.91062008
1110,0.217589107,0.178704873
1111,0.174862717,0.148836723
1112,0.195213102,0.163329118
1113,1.057111996,0.513881596
1114,0.141492105,0.123953643
1115,0.203500714,0.169090647
1116,0.138212261,0.12142925
1117,0.122104257,0.108817212
1118,0.178528542,0.151484275
1119,0.129994615,0.115040031
1120,0.163561072,0.140569392
1121,0.558835367,0.358495438
1122,0.122332784,0.108998673
1123,0.110029287,0.099122869
1124,1.620925011,0.618455318
1125,0.132611117,0.117084421
1126,0.982400298,0.495561012
1127,0.217562851,0.178687162
1128,0.096664489,0.088144086
1129,0.005968525,0.005933113
1130,0.10489606,0.094937491
1131,0.188941314,0.158915593
1132,0.130204134,0.115204086
1133,0.102833032,0.093244425
1134,0.414544025,0.293058411
1135,0.119376392,0.106645444
1136,0.17317513,0.147612343
1137,1.902221192,0.655436325
1138,0.232394392,0.188571446
1139,0.922169026,0.479754389
1140,0.159001689,0.137188488
1141,0.150108943,0.130517151
1142,0.098039199,0.089285701
1143,0.204049311,0.169469231
1144,1.627568479,0.619420004
1145,0.212865516,0.175506281
1146,0.134289191,0.118390612
1147,0.338761005,0.253040687
1148,0.241509273,0.194528771
1149,0.151229955,0.131363812
1150,0.189534553,0.159335055
1151,1.121550641,0.528646651
1152,0.177117648,0.150467244
1153,0.162747164,0.139967801
1154,0.125566883,0.111558793
1155,0.144341082,0.126134667
1156,0.125672851,0.111642429
1157,0.188479565,0.158588814
1158,0.893841343,0.471972664
1159,0.812621625,0.448312882
1160,0.174157733,0.14832567
1161,0.192717139,0.161578242
1162,0.027600926,0.026859577
1163,0.189588168,0.159372944
1164,0.208808305,0.172738973
1165,0.16572134,0.142162054
1166,0.169171256,0.144693308
1167,0.233957007,0.189598994
1168,0.70251835,0.412634818
1169,1.959022773,0.66205059
1170,0.141905927,0.124271119
1171,0.09893414,0.090027361
1172,2.431955627,0.708620941
1173,0.097133045,0.088533515
1174,0.43966457,0.305393756
1175,0.171484774,0.146382418
1176,0.16783213,0.143712547
1177,0.171900871,0.146685505
1178,0.137714204,0.121044638
1179,0.117342512,0.105019285
1180,0.166697281,0.142879634
1181,0.248634975,0.199125429
1182,0.12232554,0.108992922
1183,0.134387093,0.118466698
1184,0.188371055,0.158511985
1185,0.193746454,0.162301176
1186,0.157022764,0.13571277
1187,0.088906867,0.081647815
1188,0.118124637,0.105645322
1189,0.173834027,0.148090806
1190,0.16476294,0.141456201
1191,0.169295019,0.144783837
1192,0.159467701,0.137535268
1193,0.095485445,0.087162678
1194,0.145570801,0.127072723
1195,0.18520066,0.156261017
1196,0.706328886,0.413946509
1197,0.096253575,0.08780229
1198,0.093338126,0.085369863
1199,0.167719026,0.143629608
1200,1.898498949,0.654993837
1201,0.12176449,0.108547286
1202,0.777940779,0.43755157
1203,0.501667554,0.334073646
1204,6.685887449,0.869891407
1205,0.139087359,0.122104207
1206,0.124497448,0.110713856
1207,0.409813829,0.290686487
1208,0.196254274,0.164057323
1209,0.334564894,0.250692114
1210,0.127364682,0.112975583
1211,0.166652813,0.142846964
1212,0.119856015,0.107028058
1213,0.124790525,0.110945569
1214,0.505756843,0.335882148
1215,0.135841698,0.119595625
1216,0.030115676,0.029235237
1217,0.194705307,0.162973502
1218,0.29322249,0.226737852
1219,0.234802173,0.190153676
1220,0.216570082,0.178016939
1221,0.369814342,0.269974062
1222,0.87854117,0.467672034
1223,0.097162522,0.088558003
1224,0.151435018,0.13151851
1225,0.702493294,0.412626174
1226,0.136460608,0.120075088
1227,2.349487206,0.701446837
1228,0.061327242,0.057783537
1229,0.23065041,0.187421552
1230,0.516838929,0.34073422
1231,0.100360783,0.091207161
1232,0.964742895,0.491027552
1233,0.21903917,0.179681815
1234,0.523672753,0.343691093
1235,0.185691284,0.156610145
1236,0.479350433,0.324027642
1237,0.182276075,0.154173868
1238,0.162540086,0.139814608
1239,0.168599115,0.144274553
1240,0.15521277,0.1343586
1241,0.333928261,0.250334498
1242,0.222169183,0.181782675
1243,0.126835446,0.112558977
1244,0.147976374,0.128901934
1245,0.216002097,0.177632997
1246,0.069852711,0.065291895
1247,0.157915722,0.136379288
1248,1.988972006,0.665436813
1249,0.170265928,0.145493365
1250,0.170485447,0.145653624
1251,17.77978696,0.94675126
1252,0.143044413,0.125143355
1253,0.101100672,0.091817828
1254,0.195007204,0.163184961
1255,0.867554215,0.464540311
1256,0.675800588,0.403270289
1257,1.722430643,0.632681184
1258,0.340559462,0.254042787
1259,0.666533755,0.399952148
1260,0.520409694,0.342282542
1261,12.85042898,0.92780007
1262,0.443057011,0.307026685
1263,0.137714548,0.121044904
1264,0.321355126,0.24320118
1265,0.178693719,0.151603182
1266,0.187539068,0.157922441
1267,0.177002167,0.150383892
1268,0.554136494,0.356555873
1269,0.169446804,0.144894837
1270,0.112938799,0.101477996
1271,0.114952432,0.10310075
1272,0.199678871,0.1664436
1273,0.1989816,0.165958843
1274,0.389449471,0.280290489
1275,0.297440383,0.229251677
1276,0.170044102,0.145331361
1277,0.165113396,0.141714443
1278,0.09487588,0.086654461
1279,0.089664805,0.082286594
1280,0.231442917,0.187944495
1281,0.215511654,0.177301183
1282,0.087279375,0.080273182
1283,0.229799378,0.18685924
1284,0.196395307,0.164155866
1285,0.189915386,0.15960411
1286,0.167122736,0.143192083
1287,0.180207771,0.152691564
1288,0.193230375,0.161938867
1289,0.125424063,0.111446047
1290,1.098972052,0.523576315
1291,9.249980348,0.902438837
1292,0.178870649,0.151730514
1293,0.295535054,0.228118145
1294,0.107010455,0.096666165
1295,2.875947801,0.741998589
1296,0.202318962,0.168273951
1297,0.119006836,0.10635041
1298,0.72979591,0.421897118
1299,0.009774985,0.00968036
1300,0.218177117,0.17910131
1301,0.171886554,0.14667508
1302,0.217814246,0.178856707
1303,0.141824365,0.124208564
1304,1.198921755,0.545231658
1305,2.391459997,0.705141738
1306,0.173586492,0.14791112
1307,0.157702311,0.136220089
1308,0.149642258,0.130164194
1309,0.090960879,0.083376848
1310,0.14453119,0.126279818
1311,0.145860497,0.127293416
1312,0.746463514,0.427414319
1313,0.11004103,0.099132399
1314,0.731783446,0.422560596
1315,0.225011396,0.183681064
1316,0.477880217,0.323355176
1317,0.158807814,0.137044134
1318,0.174161538,0.148328431
1319,0.222255595,0.181840522
1320,0.225745969,0.184170273
1321,0.173227656,0.147650505
1322,0.971125171,0.492675547
1323,0.160203676,0.138082372
1324,0.162058855,0.139458388
1325,0.590070255,0.371096971
1326,0.109406792,0.09861738
1327,0.130431157,0.115381778
1328,0.066961185,0.062758783
1329,0.447274598,0.309046119
1330,0.194039321,0.162506642
1331,0.18104652,0.153293301
1332,0.170357165,0.145559979
1333,0.140137873,0.122913094
1334,0.166689731,0.142874088
1335,0.661009062,0.397956325
1336,0.126841396,0.112563664
1337,0.033531795,0.032443893
1338,0.165830138,0.142242109
1339,0.160183096,0.138067083
1340,0.144423668,0.126197729
1341,0.162916148,0.140092773
1342,0.147713926,0.128702739
1343,0.219950198,0.180294407
1344,0.149150675,0.129792096
1345,0.289463115,0.224483439
1346,1.092741362,0.522157865
1347,0.121026007,0.107960035
1348,0.196218078,0.164032028
1349,2.089907187,0.676365684
1350,0.194660825,0.162942336
1351,0.160787891,0.138516169
1352,0.007338627,0.007285164
1353,0.171008947,0.14603556
1354,0.106135875,0.095951932
1355,0.146169075,0.127528371
1356,0.60200548,0.37578241
1357,0.114269682,0.10255119
1358,0.21137601,0.174492485
1359,0.174182771,0.148343831
1360,2.399178849,0.705811302
1361,1.97877034,0.664291004
1362,0.132105239,0.116689893
1363,0.233175709,0.189085551
1364,0.163673807,0.140652652
1365,0.179388031,0.152102638
1366,0.402082043,0.286774975
1367,0.719121656,0.418307601
1368,0.5707307,0.363353629
1369,0.371316751,0.270773875
1370,0.1843821,0.155677885
1371,0.198378819,0.165539324
1372,0.228445172,0.185962855
1373,0.923289871,0.480057575
1374,0.303133422,0.232618868
1375,0.600737497,0.375287952
1376,0.160821969,0.138541459
1377,0.133100224,0.117465535
1378,0.441720863,0.306384456
1379,0.186488978,0.157177168
1380,2.944871478,0.746506317
1381,0.177279134,0.150583773
1382,3.784506504,0.790992028
1383,1.046515594,0.511364583
1384,3.560580149,0.780729651
1385,0.196450274,0.164194265
1386,0.426199083,0.298835617
1387,0.159968023,0.137907269
1388,0.645826254,0.39240245
1389,0.997430942,0.499356909
1390,0.208814198,0.172743005
1391,0.150457474,0.130780561
1392,0.175473621,0.14927908
1393,0.211415397,0.174519325
1394,0.138204961,0.121423615
1395,0.1804184,0.152842755
1396,0.173296821,0.14770075
1397,0.141890883,0.124259581
1398,0.239584174,0.193277858
1399,0.099291878,0.090323489
1400,0.12981344,0.11489812
1401,1.753936142,0.636883374
1402,0.569857725,0.362999599
1403,0.124424127,0.110655867
1404,0.12978509,0.11487591
1405,0.178920587,0.151766445
1406,0.113801442,0.102173904
1407,0.505915328,0.335952041
1408,0.135100299,0.119020583
1409,0.15360481,0.133152019
1410,0.153032036,0.132721409
1411,0.253670964,0.202342538
1412,0.143196263,0.125259562
1413,0.20388287,0.169354407
1414,0.356923224,0.263038629
1415,0.560053378,0.358996292
1416,0.127565619,0.113133655
1417,0.150600364,0.130888507
1418,0.208573071,0.172577956
1419,0.623934577,0.384211646
1420,0.161439961,0.138999833
1421,0.180986787,0.153250476
1422,0.422078939,0.296804156
1423,1.719005574,0.632218481
1424,0.102946618,0.093337807
1425,0.114623928,0.102836414
1426,1.166453175,0.538416056
1427,0.139353743,0.122309462
1428,1.126111782,0.529657844
1429,0.080210188,0.074254241
1430,0.568738321,0.362545055
1431,0.185783932,0.156676041
1432,0.206202248,0.170951636
1433,0.149454296,0.130021956
1434,0.214572848,0.176665276
1435,0.118839704,0.106216917
1436,0.194340131,0.162717576
1437,1.137000784,0.532054453
1438,0.122380703,0.109036714
1439,0.152341005,0.132201323
1440,0.120725044,0.107720484
1441,0.666748083,0.400029308
1442,0.145593946,0.127090359
1443,0.241591076,0.19458184
1444,0.202992055,0.168739315
1445,0.984691459,0.496143345
1446,0.685192091,0.406595838
1447,0.174045693,0.148244394
1448,7.805638772,0.886436404
1449,0.192447489,0.161388649
1450,0.184905975,0.156051179
1451,0.159838982,0.137811355
1452,0.636505569,0.38894189
1453,0.837189038,0.455690199
1454,0.18820746,0.158396127
1455,0.179972867,0.152522886
1456,0.221780648,0.181522476
1457,0.17912276,0.151911884
1458,0.578672572,0.366556423
1459,0.504504432,0.335329309
1460,0.112752671,0.101327702
1461,0.18147299,0.153598933
1462,0.111204013,0.100075245
1463,0.160826034,0.138544476
1464,1.152504264,0.535424846
1465,0.362339944,0.265968817
1466,0.158104538,0.136520092
1467,1.341796918,0.572977489
1468,2.038474684,0.6708875
1469,0.169279184,0.144772255
1470,0.148696615,0.129448118
1471,1.289136447,0.563154044
1472,0.066358744,0.062229287
1473,0.12306194,0.109577162
1474,0.159719553,0.137722566
1475,0.08644003,0.079562633
1476,0.157940292,0.136397613
1477,0.220384287,0.180585976
1478,0.117174196,0.104884445
1479,0.203295125,0.168948682
1480,0.141344894,0.12384065
1481,0.156587228,0.135387305
1482,0.271401877,0.213466632
1483,0.215095709,0.177019561
1484,0.205625836,0.170555267
1485,0.083527871,0.077088807
1486,0.158972136,0.137166487
1487,0.143152894,0.125226376
1488,0.119017183,0.106358673
1489,0.228654049,0.186101246
1490,0.16981496,0.14516395
1491,1.028849636,0.507109851
1492,0.170447428,0.145625872
1493,0.574919946,0.365047092
1494,0.159858978,0.13782622
1495,2.006590482,0.667397337
1496,0.181416661,0.153558577
1497,0.138465726,0.121624853
1498,0.946074668,0.486145102
1499,0.185916055,0.156769996
1500,0.480494313,0.324549921
1501,0.202761698,0.168580109
1502,0.178454005,0.151430607
1503,0.367128635,0.268539935
1504,0.233169431,0.189081423
1505,0.63261366,0.387485218
1506,1.092277557,0.52205194
1507,0.663475535,0.398848989
1508,0.208496272,0.172525375
1509,4.739570077,0.825770922
1510,0.062937925,0.059211289
1511,0.205420288,0.17041383
1512,0.101287766,0.091972116
1513,0.145962333,0.127370969
1514,0.606571211,0.37755638
1515,0.30129854,0.231536831
1516,0.209146817,0.172970572
1517,0.168185207,0.143971355
1518,0.225919666,0.184285865
1519,0.228892473,0.186259155
1520,0.672188444,0.401981276
1521,0.551088879,0.355291619
1522,0.162930289,0.140103229
1523,0.14293008,0.125055839
1524,0.475658796,0.322336571
1525,0.140756118,0.123388441
1526,0.197259897,0.164759462
1527,0.143629281,0.125590769
1528,1.140723707,0.532868255
1529,0.158920917,0.137128353
1530,0.185125895,0.156207788
1531,0.191154375,0.160478254
1532,0.158508947,0.136821513
1533,0.177000161,0.150382444
1534,0.181387944,0.153538002
1535,0.20335925,0.168992967
1536,0.138955614,0.122002659
1537,0.195007178,0.163184943
1538,0.191261068,0.160553445
1539,0.244482921,0.196453416
1540,2.225611462,0.68998126
1541,0.14938617,0.129970391
1542,0.707219151,0.414252119
1543,0.232376684,0.188559786
1544,0.079295381,0.073469582
1545,0.180618986,0.152986686
1546,0.258575714,0.205451059
1547,0.162101089,0.139489663
1548,0.03974976,0.038230122
1549,0.168118514,0.14392248
1550,0.167391379,0.143389254
1551,0.162691864,0.139926896
1552,0.178485921,0.151453588
1553,0.090094052,0.082647963
1554,0.170656157,0.145778208
1555,0.164728062,0.141430491
1556,0.103416993,0.093724307
1557,0.17722698,0.150546142
1558,0.131988828,0.116599056
1559,0.860987673,0.462650927
1560,0.301514752,0.23166449
1561,0.22463935,0.183433065
1562,0.176572423,0.150073569
1563,0.173611285,0.147929121
1564,0.184735251,0.155929564
1565,0.1699186,0.145239677
1566,0.166608086,0.142814102
1567,0.205545186,0.170499778
1568,0.201890231,0.167977263
1569,0.270036555,0.212621089
1570,1.057400941,0.513949868
1571,0.133581621,0.11784032
1572,0.058015592,0.054834345
1573,0.201693096,0.167840771
1574,0.152084368,0.132008013
1575,0.207721883,0.1719948
1576,0.178700357,0.15160796
1577,0.211762394,0.174755707
1578,0.125254074,0.111311816
1579,0.149974084,0.130415186
1580,0.124688727,0.110865099
1581,0.134363002,0.118447976
1582,0.154623984,0.133917177
1583,1.001207374,0.500301661
1584,0.15813193,0.136540515
1585,0.664565696,0.399242696
1586,0.179023707,0.151840634
1587,0.576102992,0.365523697
1588,0.026575884,0.02588789
1589,0.178855203,0.151719399
1590,0.136958136,0.12046014
1591,0.119823458,0.107002097
1592,1.316217941,0.568261698
1593,0.21216136,0.175027325
1594,0.157188442,0.135836513
1595,0.167014631,0.143112714
1596,0.220404353,0.180599448
1597,0.243462896,0.195794259
1598,0.267769966,0.211213369
1599,0.628586588,0.385970628
1600,0.120179995,0.107286325
1601,0.191371394,0.160631181
1602,0.227400967,0.185270318
1603,0.872029033,0.46582025
1604,0.19744779,0.164890521
1605,0.254706441,0.203000824
1606,0.283789387,0.221056032
1607,0.094835322,0.086620627
1608,2.0882772,0.67619487
1609,0.243799277,0.196011753
1610,0.154875075,0.134105479
1611,0.142803448,0.124958888
1612,0.411986987,0.291778176
1613,0.328435303,0.2472347
1614,0.1972084,0.164723535
1615,0.193346704,0.162020563
1616,0.114485993,0.102725376
1617,0.322246738,0.243711502
1618,0.656652059,0.396372947
1619,0.22338636,0.182596739
1620,0.170871898,0.145935604
1621,0.165077675,0.141688128
1622,0.110506938,0.099510354
1623,0.170375554,0.145573405
1624,0.151933483,0.131894319
1625,0.205980655,0.170799303
1626,0.083357835,0.076943954
1627,0.252193323,0.201401268
1628,0.164130248,0.140989592
1629,0.213131515,0.175687065
1630,0.537872924,0.349751215
1631,0.204979621,0.170110446
1632,0.158724831,0.136982333
1633,0.249454476,0.199650712
1634,0.165083675,0.141692548
1635,0.225519456,0.184019483
1636,0.101868995,0.092451095
1637,0.139904772,0.122733737
1638,0.126321568,0.112154088
1639,0.219391906,0.17991911
1640,0.852962236,0.460323594
1641,0.480716101,0.324651093
1642,0.729718082,0.421871107
1643,0.09451922,0.086356839
1644,0.109012285,0.098296733
1645,0.187934647,0.15820285
1646,0.159108821,0.137268234
1647,0.919030782,0.478903617
1648,0.139871388,0.122708044
1649,0.099706946,0.090666833
1650,0.931460752,0.482257147
1651,0.173811816,0.148074686
1652,0.082379299,0.076109456
1653,0.211488402,0.174569069
1654,0.145235826,0.126817397
1655,0.172437385,0.147075986
1656,0.171470473,0.146371997
1657,0.144910936,0.126569615
1658,0.241109458,0.194269294
1659,0.170356309,0.145559355
1660,0.147904831,0.128847642
1661,0.889971272,0.470891429
1662,0.541378536,0.351230099
1663,0.065156559,0.061170876
1664,0.118745376,0.106141557
1665,0.166337887,0.142615522
1666,1.5857274,0.61326163
1667,0.194096886,0.162547017
1668,0.06529739,0.061294987
1669,0.150745597,0.130998196
1670,0.116552183,0.104385791
1671,0.186558854,0.157226802
1672,0.090059737,0.082619084
1673,0.144673846,0.126388706
1674,0.15118988,0.131333573
1675,0.224643574,0.183435882
1676,0.006679757,0.006635434
1677,0.94045356,0.484656567
1678,15.69423644,0.940099087
1679,0.51354682,0.339300254
1680,0.111101982,0.099992605
1681,0.170143798,0.145404179
1682,0.153899083,0.133373087
1683,0.03891485,0.037457209
1684,2.596001338,0.72191334
1685,0.16661301,0.14281772
1686,0.169334066,0.144812395
1687,0.168355522,0.144096141
1688,0.139834791,0.122679876
1689,0.15944831,0.137520844
1690,0.123175457,0.109667155
1691,4.613335744,0.821852808
1692,0.110023529,0.099118195
1693,0.127281749,0.112910326
1694,0.143715531,0.12565671
1695,0.16011614,0.138017337
1696,0.098454351,0.089629898
1697,0.146299332,0.127627513
1698,0.190837071,0.16025456
1699,0.15808819,0.136507903
1700,0.12199024,0.10872665
1701,1.309940373,0.567088392
1702,0.215439267,0.177252186
1703,0.168144929,0.143941839
1704,0.200509906,0.167020618
1705,0.114312502,0.102585676
1706,1.545565906,0.607160043
1707,0.248795096,0.199228118
1708,0.605213232,0.377029805
1709,0.163415715,0.140462015
1710,0.134751079,0.118749461
1711,0.169189118,0.144706374
1712,0.138705687,0.121809953
1713,0.627367919,0.385510807
1714,0.054656592,0.051824065
1715,0.100334937,0.091185814
1716,0.181171033,0.153382557
1717,1.270349734,0.559539226
1718,0.059469476,0.056131372
1719,0.431009244,0.301192495
1720,0.14255442,0.124768166
1721,1.404909313,0.584183905
1722,0.267591582,0.211102366
1723,1.012963313,0.503219958
1724,0.193823882,0.162355507
1725,0.082837885,0.076500726
1726,0.168079705,0.143894037
1727,0.686599748,0.407091101
1728,0.158522451,0.136831575
1729,0.139399378,0.122344615
1730,0.156928989,0.135642715
1731,0.159616323,0.137645806
1732,0.424958778,0.298225313
1733,0.091257513,0.083626011
1734,0.102847966,0.093256704
1735,0.233431867,0.189253962
1736,0.293254553,0.226757024
1737,1.500097024,0.600015523
1738,0.152559102,0.132365535
1739,0.19744267,0.16488695
1740,1.06403198,0.515511383
1741,0.363014165,0.266331909
1742,0.203533819,0.169113502
1743,0.160359543,0.138198151
1744,0.170307981,0.14552407
1745,0.509837185,0.33767693
1746,0.158511919,0.136823728
1747,0.760669999,0.432034396
1748,0.169711483,0.145088328
1749,0.090467914,0.082962472
1750,2.679056278,0.728191165
1751,0.155018228,0.134212798
1752,0.402293179,0.286882362
1753,0.135613906,0.119419025
1754,0.183532671,0.155071909
1755,0.174140603,0.148313245
1756,0.164377748,0.141172183
1757,0.173276372,0.147685896
1758,0.137323532,0.120742716
1759,0.164521565,0.141278247
1760,0.414593117,0.293082945
1761,0.177484658,0.150732034
1762,0.144581282,0.126318056
1763,0.145803089,0.127249691
1764,0.790225625,0.441411191
1765,0.148729912,0.129473351
1766,0.105542518,0.09546672
1767,0.208026899,0.172203863
1768,0.103567165,0.093847632
1769,0.224779545,0.183526534
1770,0.132717752,0.117167539
1771,0.129258439,0.114463115
1772,0.141632537,0.124061405
1773,0.181078173,0.153315993
1774,0.387599205,0.279330806
1775,0.706013938,0.413838318
1776,2.126952423,0.680199803
1777,0.187462358,0.157868042
1778,0.264229449,0.209004346
1779,0.224802107,0.183541574
1780,0.180009143,0.152548939
1781,0.196512881,0.164237999
1782,0.20122874,0.167519086
1783,0.977441207,0.494295964
1784,0.13323856,0.117573267
1785,1.975201766,0.663888341
1786,0.123115825,0.109619883
1787,0.232707659,0.188777653
1788,0.153805223,0.133302589
1789,0.14286984,0.125009721
1790,0.139476572,0.122404072
1791,0.242891269,0.195424391
1792,6.804847981,0.871874506
1793,0.22801482,0.18567758
1794,0.084865298,0.078226576
1795,0.119272162,0.106562252
1796,0.683609849,0.406038162
1797,0.212088141,0.17497749
1798,0.099164571,0.090218129
1799,0.100869253,0.091626915
1800,0.183577369,0.155103818
1801,0.15188892,0.131860735
1802,0.067620134,0.06333726
1803,0.072992689,0.068027201
1804,0.715012745,0.416913954
1805,0.250966715,0.20061822
1806,0.150088047,0.130501354
1807,0.174716754,0.148730963
1808,0.297617892,0.229357112
1809,0.16917268,0.144694349
1810,0.699480497,0.411584892
1811,0.196385735,0.164149178
1812,0.207454684,0.171811569
1813,0.594407983,0.372807957
1814,0.12683231,0.112556508
1815,0.171997008,0.146755501
1816,1.249882491,0.555532343
1817,0.206496706,0.171153974
1818,0.129452581,0.114615331
1819,0.25075532,0.200483113
1820,0.714302342,0.416672325
1821,0.160611809,0.138385469
1822,0.165913609,0.142303519
1823,0.180971445,0.153239476
1824,0.190124399,0.159751702
1825,2.134313465,0.680950865
1826,2.243024972,0.691645914
1827,0.206519661,0.171169743
1828,0.593348622,0.372390959
1829,0.173134209,0.147582611
1830,0.685600651,0.406739669
1831,0.152872187,0.132601158
1832,0.040987741,0.039373894
1833,0.856556646,0.461368441
1834,0.528935832,0.345950315
1835,0.182538642,0.154361672
1836,0.044352734,0.042469113
1837,0.132062184,0.116656298
1838,0.190470651,0.159996091
1839,1.03907943,0.509582616
1840,0.165551062,0.142036731
1841,0.154246469,0.13363391
1842,0.153357225,0.132965938
1843,0.050216848,0.047815694
1844,0.14766346,0.128664426
1845,1.418599128,0.586537517
1846,0.191627093,0.160811293
1847,0.300469791,0.231047113
1848,0.164265627,0.141089475
1849,0.039644139,0.038132412
1850,0.208818591,0.172746012
1851,0.21704564,0.178338127
1852,0.161180245,0.138807257
1853,0.110028228,0.099122009
1854,0.111426741,0.100255588
1855,0.441111874,0.306091347
1856,0.612665597,0.379908642
1857,0.16606021,0.142411351
1858,0.679412759,0.404553768
1859,0.158222871,0.136608311
1860,0.161938451,0.139369216
1861,0.188591991,0.158668401
1862,1.57664095,0.611897808
1863,0.199441048,0.166278325
1864,0.352983562,0.26089272
1865,0.558805363,0.35848309
1866,0.160717511,0.138463932
1867,0.092205537,0.084421415
1868,0.180999634,0.153259687
1869,0.146768648,0.127984532
1870,0.164517109,0.141274961
1871,0.202410369,0.168337179
1872,0.122339902,0.109004323
1873,0.148310148,0.129155132
1874,0.125734458,0.111691045
1875,0.130974303,0.115806613
1876,0.181948276,0.153939288
1877,0.145113204,0.126723894
1878,0.991056451,0.49775407
1879,1.079273303,0.519062742
1880,0.164908439,0.141563434
1881,0.296347356,0.228601813
1882,0.439954189,0.305533462
1883,0.596828671,0.373758739
1884,0.263463836,0.208525031
1885,0.217261884,0.178484093
1886,0.150463968,0.130785467
1887,0.108652163,0.098003834
1888,0.16707597,0.14315775
1889,0.150897228,0.131112687
1890,0.159201836,0.13733746
1891,0.165021856,0.141647004
1892,0.119548762,0.106782988
1893,0.14571374,0.127181629
1894,7.177215708,0.877708986
1895,0.207996846,0.172183269
1896,0.569926032,0.363027315
1897,0.144766359,0.126459305
1898,0.204889774,0.170048563
1899,0.219934447,0.180283824
1900,0.087666448,0.08060049
1901,0.791934155,0.441943781
1902,2.669784834,0.72750446
1903,0.194503598,0.162832158
1904,0.174752425,0.148756811
1905,1.539865579,0.606278376
1906,1.232552796,0.552082261
1907,0.399992302,0.285710358
1908,0.17595585,0.149627939
1909,0.150255463,0.130627906
1910,0.31173175,0.237649009
1911,0.083604114,0.077153744
1912,0.178437992,0.151419076
1913,0.318687625,0.241670293
1914,0.150207673,0.130591785
1915,0.155746494,0.134758353
1916,0.158380437,0.136725752
1917,0.134626,0.118652314
1918,0.152243635,0.132127989
1919,0.123120723,0.109623766
1920,1.132565372,0.531081198
1921,0.142488219,0.124717451
1922,0.181151958,0.153368884
1923,1.638714882,0.621027642
1924,0.314048637,0.238993161
1925,0.165006562,0.141635736
1926,0.170668239,0.145787024
1927,0.199142607,0.166070829
1928,0.097505838,0.088843116
1929,0.346801757,0.257500226
1930,0.590111618,0.37111333
1931,0.172756331,0.14730795
1932,0.152470455,0.132298797
